> sid: 0, rid: 7, gid: 0, cap: 25, size: 5
> sid: 465, rid: 9, gid: 28, cap: 48, size: 3
> sid: 466, rid: 9, gid: 29, cap: 32, size: 2
> sid: 467, rid: 9, gid: 30, cap: 32, size: 2
> sid: 468, rid: 9, gid: 31, cap: 68, size: 4
> sid: 469, rid: 9, gid: 32, cap: 17, size: 1
> sid: 470, rid: 3, gid: 0, cap: 51, size: 3
> sid: 471, rid: 3, gid: 1, cap: 68, size: 4
> sid: 472, rid: 3, gid: 2, cap: 68, size: 4
> sid: 473, rid: 3, gid: 3, cap: 85, size: 5
> sid: 474, rid: 9, gid: 33, cap: 17, size: 1
> sid: 475, rid: 3, gid: 4, cap: 85, size: 5
> sid: 476, rid: 3, gid: 5, cap: 85, size: 5
> sid: 477, rid: 3, gid: 6, cap: 85, size: 5
> sid: 478, rid: 3, gid: 7, cap: 34, size: 2
> sid: 479, rid: 3, gid: 8, cap: 34, size: 2
> sid: 480, rid: 3, gid: 9, cap: 85, size: 5
> sid: 481, rid: 9, gid: 34, cap: 17, size: 1
> sid: 482, rid: 3, gid: 10, cap: 68, size: 4
> sid: 483, rid: 3, gid: 11, cap: 34, size: 2
> sid: 484, rid: 3, gid: 12, cap: 34, size: 2
> sid: 485, rid: 3, gid: 13, cap: 85, size: 5
> sid: 486, rid: 3, gid: 14, cap: 17, size: 1
> sid: 487, rid: 3, gid: 15, cap: 68, size: 4
> sid: 488, rid: 3, gid: 16, cap: 85, size: 5
> sid: 489, rid: 3, gid: 17, cap: 34, size: 2
> sid: 490, rid: 3, gid: 18, cap: 68, size: 4
> sid: 491, rid: 3, gid: 19, cap: 34, size: 2
> sid: 492, rid: 3, gid: 20, cap: 68, size: 4
> sid: 493, rid: 3, gid: 21, cap: 51, size: 3
> sid: 494, rid: 3, gid: 22, cap: 17, size: 1
> sid: 495, rid: 3, gid: 23, cap: 51, size: 3
> sid: 496, rid: 3, gid: 24, cap: 17, size: 1
> sid: 500, rid: 3, gid: 25, cap: 34, size: 2
> sid: 501, rid: 3, gid: 26, cap: 17, size: 1
> sid: 510, rid: 3, gid: 27, cap: 18, size: 1
> sid: 511, rid: 3, gid: 28, cap: 18, size: 1
> sid: 515, rid: 3, gid: 29, cap: 18, size: 1
> sid: 521, rid: 3, gid: 30, cap: 18, size: 1
